Exception instance doesn't match %1 type,예외 인스턴스가 %1 형식과 일치하지 않습니다.,module,Magento_UrlRewrite,,,,,
Exception for failed order not found.,실패한 주문에 대한 예외를 찾을 수 없습니다.,module,Magento_Multishipping,,,,,
exception,예외,module,Magento_Braintree,,,,,
exception,예외,module,Magento_Company,,,,,
Exception,예외,module,Magento_Deploy,,,,,
exception,예외,module,Magento_RequisitionList,,,,,
exception,예외,module,Magento_SharedCatalog,,,,,
Excel XML,엑셀 XML,module,Magento_CustomerImportExport,,,,,
Excel XML,엑셀 XML,module,Magento_CustomerSegment,,,,,
Excel XML,엑셀 XML,module,Magento_GiftCardAccount,,,,,
Excel XML,엑셀 XML,module,Magento_Logging,,,,,
Excel XML,엑셀 XML,module,Magento_MultipleWishlist,,,,,
Excel XML,엑셀 XML,module,Magento_Newsletter,,,,,
Excel XML,엑셀 XML,module,Magento_Reports,,,,,
Excel XML,엑셀 XML,module,Magento_SalesRule,,,,,
Excel XML,엑셀 XML,module,Magento_Search,,,,,
Excel XML,엑셀 XML,module,Magento_TaxImportExport,,,,,
Excel XML,엑셀 XML,module,Magento_Ui,,,,,
Examples,예제,module,Magento_Backend,,,,,
"example: ""/media/sitemap/"" for base path (path must be writeable)","예: 기본 경로의 경우 ""/media/sitemap/""(경로는 쓰기 가능해야 함)",module,Magento_Sitemap,,,,,
Example:,본보기:,module,Magento_Customer,,,,,
Exact Match. Address and Postal Code. UK-specific,정확히 일치합니다. 주소 및 우편 번호. 영국 전용,module,Magento_Paypal,,,,,
Exact Match. Address and Postal Code. International,정확히 일치합니다. 주소 및 우편 번호. 국제,module,Magento_Paypal,,,,,
Exact Match.,정확히 일치합니다.,module,Magento_Paypal,,,,,
ex. http://domain.com,예: http://domain.com,module,Magento_Search,,,,,
eWAY,이웨이 (eWAY),module,Magento_Eway,,,,,
Every option entity must have a parent product entity.,모든 옵션 엔터티에는 부모 제품 엔터티가 있어야 합니다.,module,Magento_CatalogImportExport,,,,,
Every 7 days,7일마다,module,Magento_Paypal,,,,,
Every 40 days,40일마다,module,Magento_Paypal,,,,,
Every 30 days,30일마다,module,Magento_Paypal,,,,,
Every 3 days,3일마다,module,Magento_Paypal,,,,,
Every 14 days,14일마다,module,Magento_Paypal,,,,,
Every 10 days,10일마다,module,Magento_Paypal,,,,,
Events to Scroll per Click in Event Slider Widget,Events to Scroll per Click(클릭당 스크롤할 이벤트) 이벤트 슬라이더 위젯,module,Magento_CatalogEvent,,,,,
Event Region Text,이벤트 영역 텍스트,module,Magento_GiftRegistry,,,,,
Event Region Id,이벤트 지역 ID,module,Magento_GiftRegistry,,,,,
Event Name,이벤트 이름,module,Magento_Support,,,,,
Event Location,행사 장소,module,Magento_GiftRegistry,,,,,
Event Information,이벤트 정보,module,Magento_GiftRegistry,,,,,
Event Date,개최 날짜,module,Magento_GiftRegistry,,,,,
Event Data,이벤트 데이터,module,Magento_GiftRegistry,,,,,
Event Country,이벤트 국가,module,Magento_GiftRegistry,,,,,
Event Code,이벤트 코드,module,Magento_Paypal,,,,,
Event,이벤트,module,Magento_GiftRegistry,,,,,
Event,이벤트,module,Magento_Paypal,,,,,
Europe First Priority,유럽 최우선 순위,module,Magento_Fedex,,,,,
Europack,유로팩,module,Magento_Dhl,,,,,
European Union Countries,EU 국가,module,Magento_Backend,,,,,
Estimated Tax,추정세,module,Magento_NegotiableQuote,,,,,
Estimate Tax,추정 세금,module,Magento_Checkout,,,,,
Escape HTML Entities,HTML 엔티티 이스케이프,module,Magento_CustomAttributeManagement,,,,,
Errors in Cron Schedules Queue,Cron Schedules 대기열의 오류,module,Magento_Support,,,,,
error_message,error_message,module,Magento_Ups,,,,,
Error:,오류:,module,Magento_Multishipping,,,,,
Error:,오류:,module,Magento_Shipping,,,,,
"Error while translating phrase ""%s"" in file %s.","파일 %s에서 구 ""%s""을(를) 번역하는 동안 오류가 발생했습니다.",module,Magento_Translation,,,,,
Error while reassigning the company.,회사를 재할당하는 동안 오류가 발생했습니다.,module,Magento_SharedCatalog,,,,,
Error while processing order.,주문을 처리하는 동안 오류가 발생했습니다.,module,Magento_Sales,,,,,
"Error while generating js translation dictionary: ""%s""","js 번역 사전을 생성하는 동안 오류가 발생했습니다: ""%s""",module,Magento_Translation,,,,,
Error Text,오류 텍스트,module,Magento_Newsletter,,,,,
Error processing %key element of input data,입력 데이터의 %key 요소를 처리하는 동안 오류가 발생했습니다.,module,Magento_AsynchronousOperations,,,,,
Error occurred when trying to accept the invitation. Please try again later.,초대를 수락하려고 할 때 오류가 발생했습니다. 나중에 다시 시도해 주세요.,module,Magento_Company,,,,,
Error occurred when saving coupon: %1,쿠폰을 저장할 때 오류가 발생했습니다: %1,module,Magento_SalesRule,,,,,
Error occurred when generating coupons: %1,쿠폰을 생성하는 동안 오류가 발생했습니다: %1,module,Magento_SalesRule,,,,,
Error message,오류 메시지,module,Magento_Cms,,,,,
Error message,오류 메시지,module,Magento_Company,,,,,
error message,오류 메시지,module,Magento_Company,,,,,
error message,오류 메시지,module,Magento_Config,,,,,
Error message,오류 메시지,module,Magento_ImportExport,,,,,
Error Message,오류 메시지,module,Magento_Logging,,,,,
Error message,오류 메시지,module,Magento_ReleaseNotification,,,,,
Error in yes/no format,예/아니요 형식의 오류,module,Magento_VisualMerchandiser,,,,,
Error in reading category rules,범주 규칙을 읽는 중 오류 발생,module,Magento_VisualMerchandiser,,,,,
Error in data structure: %1 values are mixed,데이터 구조 오류: %1 값이 혼합되어 있습니다.,module,Magento_ImportExport,,,,,
Error in CSV: ' .,CSV 오류: ' .,module,Magento_ImportExport,,,,,
Error filtering template: %s,오류 필터링 템플릿: %s,module,Magento_Email,,,,,
Error executing PayPal order.,주문을 실행하는 동안 오류가 PayPal.,module,Magento_Braintree,,,,,
Error executing PayPal billing agreement.,청구 계약을 실행하는 동안 오류가 PayPal.,module,Magento_Braintree,,,,,
Error during reimburse: %1,상환 중 오류: %1,module,Magento_CompanyCredit,,,,,
Error during export process occurred. Please check logs for detail,내보내기 프로세스 중 오류가 발생했습니다. 자세한 내용은 로그를 확인하십시오.,module,Magento_ImportExport,,,,,
Error during export process occurred,내보내기 프로세스 중 오류가 발생했습니다.,module,Magento_ImportExport,,,,,
Error during coupons generator process occurred. Please check logs for detail,쿠폰 생성 프로세스 중 오류가 발생했습니다. 자세한 내용은 로그를 확인하십시오.,module,Magento_SalesRule,,,,,
Error during coupons generator process occurred,쿠폰 생성 프로세스 중 오류가 발생했습니다.,module,Magento_SalesRule,,,,,
Error communicating with PayPal.,PayPal와 통신하는 동안 오류가 발생했습니다.,module,Magento_Braintree,,,,,
Error Code,오류 코드,module,Magento_Newsletter,,,,,
Error #%1 : %2,오류 #%1: %2,module,Magento_Dhl,,,,,
error,오류,module,Magento_Braintree,,,,,
Error,오류,module,Magento_Checkout,,,,,
Error,오류,module,Magento_RequisitionList,,,,,
error,오류,module,Magento_SharedCatalog,,,,,
equals or less than,보다 작거나 같음,module,Magento_CustomerSegment,,,,,
equals or less than,보다 작거나 같음,module,Magento_Rule,,,,,
equals or less than,보다 작거나 같음,module,Magento_SalesRule,,,,,
equals or less than,보다 작거나 같음,module,Magento_TargetRule,,,,,
equals or greater than,다음보다 크거나 같음,module,Magento_CustomerSegment,,,,,
equals or greater than,다음보다 크거나 같음,module,Magento_Rule,,,,,
equals or greater than,다음보다 크거나 같음,module,Magento_SalesRule,,,,,
equals or greater than,다음보다 크거나 같음,module,Magento_TargetRule,,,,,
equal to,같음,module,Magento_TargetRule,,,,,
Equal,같다,module,Magento_VisualMerchandiser,,,,,
Environment Update Time,환경 업데이트 시간,module,Magento_MediaStorage,,,,,
Environment emulation nesting is not allowed.,환경 에뮬레이션 중첩은 허용되지 않습니다.,module,Magento_Store,,,,,
entity_type,entity_type,module,Magento_Staging,,,,,
Entity with ID: %s doesn't exist,ID가 %s인 엔터티가 없습니다.,module,Magento_Ui,,,,,
Entity types declaration cache,엔터티 형식 선언 캐시,module,Magento_Eav,,,,,
Entity Types,엔터티 유형,module,Magento_Support,,,,,
Entity type:,엔터티 유형:,module,Magento_ScheduledImportExport,,,,,
Entity type model must be an instance of ' .,엔터티 형식 모델은 ' 의 인스턴스여야 합니다.,module,Magento_CatalogImportExport,,,,,
Entity type model '%1' is not found,엔터티 형식 모델 '%1'을(를) 찾을 수 없습니다.,module,Magento_AdvancedPricingImportExport,,,,,
Entity type model '%1' is not found,엔터티 형식 모델 '%1'을(를) 찾을 수 없습니다.,module,Magento_CatalogImportExport,,,,,
Entity Type Code,엔터티 형식 코드,module,Magento_Support,,,,,
Entity Type,엔터티 유형,module,Magento_ScheduledImportExport,,,,,
Entity object is undefined,엔터티 개체가 정의되지 않았습니다.,module,Magento_Eav,,,,,
Entity is unknown,엔터티를 알 수 없습니다.,module,Magento_ImportExport,,,,,
Entity is not initialized,엔터티가 초기화되지 않았습니다.,module,Magento_Eav,,,,,
Entity Id does not exist,엔티티 ID가 존재하지 않습니다.,module,Magento_Quote,,,,,
Entity code %1 does not exist.,엔터티 코드 %1이(가) 없습니다.,module,Magento_GraphQl,,,,,
Entity Attributes,엔터티 특성,module,Magento_ImportExport,,,,,
Entity Attributes,엔터티 특성,module,Magento_ScheduledImportExport,,,,,
Entity already exists,엔터티가 이미 있습니다.,module,Magento_Tax,,,,,
Entity 1,엔티티 1,module,Magento_ImportExport,,,,,
Entered list is empty.,입력한 목록이 비어 있습니다.,module,Magento_QuickOrder,,,,,
Enter the Name and try again.,이름을 입력하고 다시 시도하십시오.,module,Magento_Contact,,,,,
Enter the gift card code,기프트 카드 코드 입력,module,Magento_GiftCardAccount,,,,,
Enter the gift card code,기프트 카드 코드 입력,module,Magento_NegotiableQuote,,,,,
Enter the encryption key and try again.,암호화 키를 입력하고 다시 시도하십시오.,module,Magento_Analytics,,,,,
Enter the comment and try again.,댓글을 입력하고 다시 시도하세요.,module,Magento_Contact,,,,,
"Enter SKUs below, one per line",아래에 SKU를 한 줄에 하나씩 입력합니다.,module,Magento_VisualMerchandiser,,,,,
Enter SKU or Product Name,SKU 또는 제품 이름 입력,module,Magento_QuickOrder,,,,,
Enter SKU,SKU 입력,module,Magento_NegotiableQuote,,,,,
"Enter separated extensions, like: png, jpg, gif.","png, jpg, gif와 같이 구분된 확장자를 입력합니다.",module,Magento_Catalog,,,,,
Enter Multiple SKUs,여러 SKU 입력,module,Magento_QuickOrder,,,,,
Enter gift card code,기프트 카드 코드 입력,module,Magento_GiftCardAccount,,,,,
Enter Email,이메일 입력,module,Magento_Invitation,,,,,
Enter Each Email on New Line,새 줄에 각 이메일 입력,module,Magento_Invitation,,,,,
Enter a valid payment method and try again.,유효한 결제 수단을 입력하고 다시 시도하세요.,module,Magento_Quote,,,,,
Enter a search term and try again.,검색어를 입력하고 다시 시도하십시오.,module,Magento_CatalogSearch,,,,,
Enter a negative number to subtract from the balance.,잔액에서 뺄 음수를 입력합니다.,module,Magento_Reward,,,,,
Engine autocommit,엔진 자동 커밋,module,Magento_Solr,,,,,
Ending\:,어미\:,module,Magento_Staging,,,,,
ending,어미,module,Magento_Braintree,,,,,
ending,어미,module,Magento_Paypal,,,,,
ending,어미,module,Magento_Vault,,,,,
End Date must follow Start Date.,종료 날짜는 시작 날짜 뒤에 와야 합니다.,module,Magento_Rule,,,,,
"Enables Chapter/Section functionality for this node, its sub-nodes and pages","이 노드, 하위 노드 및 페이지에 대해 Chapter/Section 기능을 활성화합니다",module,Magento_VersionsCms,,,,,
Enabled when authorized items require a new shipment.,승인된 아이템에 새 배송이 필요한 경우 활성화됩니다.,module,Magento_Rma,,,,,
Enabled for Checkout,체크 아웃 사용,module,Magento_Fedex,,,,,
Enabled for Checkout,체크 아웃 사용,module,Magento_Ups,,,,,
Enabled for Checkout,체크 아웃 사용,module,Magento_Usps,,,,,
Enabled Actions,사용 가능한 작업,module,Magento_Logging,,,,,
Enabled,사용,module,Magento_Newsletter,,,,,
Enabled,사용,module,Magento_Payment,,,,,
Enabled,사용,module,Magento_Review,,,,,
Enable this Solution,이 솔루션 사용,module,Magento_Braintree,,,,,
Enable this Solution,이 솔루션 사용,module,Magento_Paypal,,,,,
Enable this Solution,이 솔루션 사용,module,Magento_Signifyd,,,,,
Enable Template Path Hints for Storefront,Storefront에 대한 템플릿 경로 힌트 사용Enable Template Path Hints for Storefront,module,Magento_Backend,,,,,
Enable Template Path Hints for Admin,관리자에 대한 템플릿 경로 힌트 사용Enable Template Path Hints for Admin,module,Magento_Backend,,,,,
Enable Store Credit Functionality,스토어 크레딧 기능 활성화,module,Magento_CustomerBalance,,,,,
Enable SSL verification,SSL 확인 사용,module,Magento_Paypal,,,,,
Enable Shared Catalog,공유 카탈로그 사용,module,Magento_SharedCatalog,,,,,
Enable Scheduled File History Cleaning,예약된 파일 히스토리 정리 사용,module,Magento_ScheduledImportExport,,,,,
Enable Reward Points Functionality on Storefront,Storefront에서 리워드 포인트 기능 활성화,module,Magento_Reward,,,,,
Enable Reward Points Functionality,리워드 포인트 기능 활성화,module,Magento_Reward,,,,,
Enable Requisition List,빠른주문 목록 사용,module,Magento_RequisitionList,,,,,
Enable Quick Order,빠른 주문 사용,module,Magento_QuickOrder,,,,,
Enable PayPal Guest Checkout,게스트 체크아웃PayPal 사용,module,Magento_Paypal,,,,,
